run_id,num_stories,num_bays_x,num_bays_z,story_height,bay_width_x,bay_width_z,G_k,Q_k,W_k,total_height_m,delta_sway_mm,delta_sway_lim_mm,util_sway,sway_status,beam_M_u_kNm,col_P_u_kN,optimal_beam_sec,optimal_col_sec,beam_mass_kg_m,col_mass_kg_m,beam_util_pct,col_util_pct,total_steel_weight_kg
1649,3,3,3,3.01,7.52,4.55,28.02,13.19,20.03,9.03,28.24,18.06,1.5637,Fail,364.14,2135.99,UB 533x210x82,UC 305x305x118,82.2,118.0,86.47,99.97,52766.18
1650,2,3,2,3.72,4.86,4.69,18.83,10.15,21.47,7.44,25.67,14.88,1.7251,Fail,186.52,828.23,UB 356x171x45,UC 254x254x89,45.0,89.0,87.52,94.35,15259.32
1651,1,1,3,3.19,6.04,7.44,6.7,8.67,24.68,3.19,11.78,6.38,1.8462,Fail,135.65,258.48,UB 305x165x40,UC 203x203x60,40.5,60.0,93.38,92.28,4317.6
1652,5,1,1,3.94,5.65,6.5,28.44,12.76,10.16,19.7,186.35,39.4,4.7296,Fail,777.37,2061.64,UB 610x229x101,UC 305x305x118,101.2,118.0,98.15,170.41,21594.2
1653,4,1,2,4.17,4.11,6.69,28.27,7.08,15.16,16.68,197.4,33.36,5.9173,Fail,926.79,2255.56,UB 610x229x101,UC 305x305x118,101.2,118.0,117.02,205.66,27633.07
1654,2,3,1,3.72,7.8,6.04,15.16,13.33,15.88,7.44,23.31,14.88,1.5667,Fail,269.2,891.76,UB 533x210x82,UC 254x254x89,82.2,89.0,66.71,87.64,16963.1
1655,2,3,3,3.43,7.09,5.73,5.77,2.86,2.12,6.86,2.28,13.72,0.1662,Pass,59.58,319.6,UB 305x165x40,UC 203x203x46,40.5,46.1,84.81,57.53,17520.98
1656,2,3,1,3.55,5.57,5.86,25.17,13.92,7.59,7.1,8.2,14.2,0.5776,Pass,173.83,949.63,UB 406x178x54,UC 254x254x73,54.3,73.1,84.66,87.43,10327.08
1657,5,3,2,4.38,7.42,5.88,17.19,11.85,20.99,21.9,253.94,43.8,5.7978,Fail,766.04,2825.33,UB 610x229x101,UC 305x305x118,101.2,118.0,96.72,236.8,88603.32
1658,5,3,3,4.39,6.42,6.64,19.35,8.1,2.27,21.95,25.83,43.9,0.5883,Pass,176.52,2547.29,UB 406x178x54,UC 305x305x118,54.3,118.0,91.04,100.55,83991.08
1659,4,2,3,3.78,6.53,5.01,11.71,5.53,7.22,15.12,47.82,30.24,1.5814,Fail,229.84,1143.9,UB 406x178x54,UC 305x305x97,54.3,96.9,76.68,92.9,38721.61
1660,5,1,2,4.39,5.3,4.96,9.78,14.64,4.8,21.95,123.8,43.9,2.82,Fail,454.47,1565.09,UB 533x210x82,UC 305x305x118,82.2,118.0,80.22,112.86,30229.74
1661,3,3,3,3.62,5.06,5.7,21.48,11.99,22.26,10.86,48.36,21.72,2.2264,Fail,309.28,1566.08,UB 457x191x67,UC 305x305x118,67.1,118.0,77.56,105.52,46495.54
1662,2,3,2,3.28,6.74,6.85,18.82,4.66,11.57,6.56,10.23,13.12,0.78,Pass,159.24,928.61,UB 406x178x54,UC 254x254x73,54.3,73.1,90.1,81.95,18293.39
1663,5,1,1,4.09,7.5,6.55,10.14,12.27,20.76,20.45,506.28,40.9,12.3784,Fail,1564.68,1676.89,UB 610x229x101,UC 305x305x118,101.2,118.0,197.56,281.04,23871.0
1664,2,3,2,3.56,5.57,6.87,28.31,7.97,8.53,7.12,9.28,14.24,0.6517,Pass,236.65,1323.88,UB 406x178x54,UC 254x254x89,54.3,89.0,78.95,88.64,19016.93
1665,3,3,1,3.38,7.87,7.25,29.6,2.04,4.72,10.14,10.35,20.28,0.5104,Pass,258.41,1502.8,UB 533x210x82,UC 305x305x97,82.2,96.9,76.1,91.77,26656.38
1666,3,2,2,4.4,6.2,7.28,17.78,7.47,6.64,13.2,44.6,26.4,1.6893,Fail,222.3,1515.26,UB 406x178x54,UC 305x305x118,54.3,118.0,75.42,85.49,27193.75
1667,4,3,2,3.89,5.91,5.55,7.99,4.35,9.03,15.56,44.0,31.12,1.4139,Fail,200.47,828.68,UB 356x171x45,UC 254x254x89,45.0,89.0,94.06,97.89,34184.28
1668,1,1,1,3.42,6.19,5.07,24.6,14.03,17.17,3.42,10.64,6.84,1.5557,Fail,174.61,320.06,UB 457x191x67,UC 254x254x73,67.1,73.1,73.04,80.02,2511.1
1669,2,1,3,3.85,4.04,5.35,20.61,5.6,10.75,7.7,31.37,15.4,2.0371,Fail,224.29,621.8,UB 406x178x54,UC 254x254x89,54.3,89.0,74.83,86.83,10723.44
1670,2,1,3,3.91,7.01,7.71,13.84,5.07,0.57,7.82,2.29,15.64,0.1464,Pass,147.95,607.49,UB 406x178x54,UC 203x203x60,54.3,60.0,81.64,96.32,11822.58
1671,5,2,1,3.26,7.87,5.53,18.54,2.23,4.01,16.3,26.56,32.6,0.8147,Pass,206.37,1533.33,UB 457x191x67,UC 254x254x89,67.1,89.0,80.71,97.65,24831.68
1672,5,3,3,4.47,5.08,5.95,7.39,12.99,5.52,22.35,59.94,44.7,1.3409,Fail,225.86,1655.99,UB 406x178x54,UC 305x305x118,54.3,118.0,75.35,93.34,78132.54
1673,4,3,1,4.34,7.67,5.12,5.08,10.73,10.88,17.36,88.51,34.72,2.5493,Fail,315.91,957.94,UB 457x191x67,UC 305x305x118,67.1,118.0,79.23,88.81,34236.44
1674,5,2,2,3.32,4.4,4.33,22.81,7.75,18.48,16.6,94.55,33.2,2.8479,Fail,525.13,1850.83,UB 533x210x82,UC 305x305x118,82.2,118.0,92.7,157.02,39157.38
1675,4,3,2,3.03,7.06,4.82,21.83,7.68,21.88,12.12,49.65,24.24,2.0483,Fail,344.98,2008.04,UB 457x191x67,UC 305x305x118,67.1,118.0,86.52,113.31,44565.56
1676,3,2,1,3.75,6.46,7.35,20.16,6.85,17.59,11.25,68.75,22.5,3.0555,Fail,367.2,1168.7,UB 457x191x67,UC 305x305x118,67.1,118.0,92.09,105.95,17605.26
1677,5,3,3,3.57,7.15,4.83,12.86,7.27,6.22,17.85,36.65,35.7,1.0265,Fail,205.36,1719.18,UB 406x178x54,UC 305x305x97,54.3,96.9,92.22,97.49,66705.48
1678,3,1,2,3.9,5.88,4.1,28.38,5.17,17.44,11.7,127.57,23.4,5.4515,Fail,663.96,1195.19,UB 610x229x101,UC 305x305x118,101.2,118.0,83.83,138.33,18618.14
1679,4,3,1,3.58,5.38,5.52,17.27,11.41,22.73,14.32,79.16,28.64,2.764,Fail,422.25,1339.86,UB 533x210x82,UC 305x305x118,82.2,118.0,74.54,121.71,31391.65
1680,1,2,2,3.52,5.08,7.65,11.5,4.06,5.48,3.52,2.17,7.04,0.3081,Pass,133.91,309.32,UB 305x165x40,UC 203x203x46,40.5,46.1,77.91,63.45,4553.84
1681,5,3,3,3.9,7.24,7.38,29.48,6.74,19.02,19.5,152.37,39.0,3.9069,Fail,596.75,3729.91,UB 610x229x101,UC 305x305x118,101.2,118.0,75.35,218.67,125588.64
1682,1,3,1,3.14,6.78,4.2,6.98,14.12,11.33,3.14,2.42,6.28,0.3855,Pass,140.32,280.08,UB 406x178x54,UC 203x203x46,54.3,46.1,82.42,86.67,4279.2
1683,3,1,2,3.42,7.66,4.92,12.79,8.77,5.8,10.26,31.58,20.52,1.5388,Fail,237.86,867.29,UB 457x191x67,UC 254x254x89,67.1,89.0,77.25,85.74,14066.3
1684,1,3,1,3.86,7.13,7.49,26.67,11.63,7.21,3.86,3.32,7.72,0.4298,Pass,265.13,597.99,UB 533x210x82,UC 254x254x73,82.2,73.1,68.5,86.1,8236.56
1685,4,2,1,3.35,7.23,4.78,22.81,2.88,2.54,13.4,11.91,26.8,0.4443,Pass,188.83,1380.96,UB 457x191x67,UC 254x254x89,67.1,89.0,77.4,91.16,18766.58
1686,2,3,1,4.17,6.21,5.48,9.47,8.94,4.67,8.34,9.31,16.68,0.5579,Pass,109.58,478.59,UB 356x171x45,UC 203x203x46,45.0,46.1,85.4,97.64,8401.99
1687,1,2,1,4.15,6.05,4.08,17.61,2.74,3.37,4.15,2.59,8.3,0.3117,Pass,109.57,244.37,UB 356x171x45,UC 203x203x46,45.0,46.1,87.29,65.27,2787.69
1688,1,2,1,4.27,4.97,6.44,14.18,12.18,11.56,4.27,9.26,8.54,1.0839,Fail,125.37,326.29,UB 305x165x40,UC 203x203x46,40.5,46.1,89.23,93.99,2768.68
1689,4,1,3,3.16,4.99,6.56,23.86,2.87,9.44,12.64,51.19,25.28,2.025,Fail,352.97,1484.15,UB 457x191x67,UC 305x305x118,67.1,118.0,88.52,92.36,27853.65
1690,1,2,2,3.79,5.96,7.02,18.76,11.44,22.22,3.79,12.09,7.58,1.5956,Fail,224.65,619.12,UB 406x178x54,UC 254x254x73,54.3,73.1,80.13,79.2,6722.32
1691,4,3,3,3.53,6.42,6.87,23.73,11.77,13.09,14.12,47.57,28.24,1.6844,Fail,308.1,2703.88,UB 457x191x67,UC 305x305x118,67.1,118.0,77.27,125.52,69462.99
1692,4,1,3,4.29,4.5,4.15,6.84,14.93,21.05,17.16,313.31,34.32,9.1291,Fail,1327.04,1617.95,UB 610x229x101,UC 305x305x118,101.2,118.0,167.56,247.95,33564.96
1693,1,3,2,3.57,5.2,4.1,17.18,11.75,5.39,3.57,1.66,7.14,0.2326,Pass,109.87,417.58,UB 356x171x45,UC 203x203x46,45.0,46.1,78.79,81.6,5556.92
1694,2,2,3,4.19,7.0,6.6,12.55,5.18,0.41,8.38,1.29,16.76,0.0772,Pass,115.32,705.82,UB 406x178x54,UC 203x203x60,54.3,60.0,76.22,97.11,18566.04
1695,2,2,2,3.73,5.87,5.86,27.06,8.02,10.4,7.46,19.02,14.92,1.275,Fail,197.3,1224.44,UB 406x178x54,UC 254x254x89,54.3,89.0,88.93,92.62,13618.73
1696,1,1,1,4.35,7.69,5.18,6.33,8.05,9.66,4.35,15.45,8.7,1.7759,Fail,126.04,143.39,UB 406x178x54,UC 203x203x60,54.3,60.0,81.96,82.05,2441.68
1697,4,1,3,3.44,7.28,6.21,6.01,14.76,21.18,13.76,190.39,27.52,6.9181,Fail,869.84,1460.76,UB 610x229x101,UC 305x305x118,101.2,118.0,109.83,173.76,39860.06
1698,1,2,2,3.29,7.69,4.66,29.8,3.9,17.78,3.29,6.48,6.58,0.9849,Pass,286.14,633.37,UB 533x210x82,UC 254x254x73,82.2,73.1,75.62,93.95,8255.51
1699,3,1,1,3.76,6.52,5.49,16.21,6.34,15.32,11.28,104.48,22.56,4.6313,Fail,537.03,700.09,UB 533x210x82,UC 305x305x118,82.2,118.0,94.8,104.43,11247.49
1700,3,3,2,3.43,4.2,6.07,8.08,7.7,12.19,10.29,20.22,20.58,0.9824,Pass,145.11,731.17,UB 305x165x40,UC 254x254x73,40.5,73.1,84.43,94.03,19519.13
1701,5,1,3,4.17,6.91,6.27,6.68,14.59,23.32,20.85,578.22,41.7,13.8661,Fail,1808.05,2187.22,UB 610x229x101,UC 305x305x118,101.2,118.0,228.29,333.53,52703.96
1702,4,2,3,4.07,6.93,6.54,8.6,11.91,4.91,16.28,43.35,32.56,1.3314,Fail,214.72,1637.65,UB 406x178x54,UC 305x305x118,54.3,118.0,85.55,83.23,47878.44
1703,5,2,2,3.59,4.17,5.21,28.84,4.53,14.23,17.95,93.69,35.9,2.6098,Fail,482.46,2162.75,UB 533x210x82,UC 305x305x118,82.2,118.0,85.16,156.88,42193.98
1704,4,1,2,3.82,5.02,7.66,5.01,2.86,21.47,15.28,223.81,30.56,7.3236,Fail,1043.38,1090.39,UB 610x229x101,UC 305x305x118,101.2,118.0,131.74,191.05,29317.6
1705,3,3,2,4.18,4.88,7.66,9.14,10.74,2.86,12.54,10.26,25.08,0.4089,Pass,166.64,1130.55,UB 305x165x40,UC 254x254x73,40.5,73.1,96.95,91.53,23781.89
1706,4,2,3,4.09,5.49,5.88,28.91,9.5,13.7,16.36,109.45,32.72,3.3451,Fail,488.67,2487.29,UB 533x210x82,UC 305x305x118,82.2,118.0,86.26,168.43,55006.75
1707,3,3,3,3.49,4.62,6.73,22.91,8.76,6.97,10.47,12.84,20.94,0.613,Pass,186.37,1542.76,UB 356x171x45,UC 254x254x89,45.0,89.0,87.45,92.56,33296.28
1708,5,1,1,4.22,5.74,5.09,28.5,5.91,24.32,21.1,568.43,42.2,13.4699,Fail,1961.59,2354.4,UB 610x229x101,UC 305x305x118,101.2,118.0,247.68,357.22,20919.16
1709,4,1,3,3.45,7.45,4.43,8.7,4.91,19.59,13.8,180.41,27.6,6.5365,Fail,785.81,856.59,UB 610x229x101,UC 305x305x118,101.2,118.0,99.22,145.67,35849.82
1710,2,2,1,4.39,6.79,6.02,15.32,7.2,14.16,8.78,49.09,17.56,2.7956,Fail,246.15,640.63,UB 406x178x54,UC 305x305x97,54.3,96.9,88.36,83.9,10015.58
1711,3,1,1,3.24,5.92,7.71,6.66,6.08,22.23,9.72,86.37,19.44,4.443,Fail,532.8,532.76,UB 533x210x82,UC 305x305x118,82.2,118.0,94.05,102.01,11310.16
1712,4,2,2,3.23,5.89,4.12,28.44,3.54,5.89,12.92,21.55,25.84,0.834,Pass,192.01,1802.82,UB 406x178x54,UC 305x305x97,54.3,96.9,81.9,92.89,24312.56
1713,4,2,3,3.32,5.72,4.94,11.08,12.46,8.4,13.28,33.17,26.56,1.2489,Fail,215.12,1469.44,UB 406x178x54,UC 305x305x97,54.3,96.9,71.77,97.13,35037.77
1714,5,2,3,3.57,4.33,4.33,24.9,2.11,13.51,17.85,88.56,35.7,2.4807,Fail,447.99,1583.98,UB 533x210x82,UC 305x305x118,82.2,118.0,79.08,134.19,55529.31
1715,4,1,3,3.97,7.97,4.01,9.44,3.74,24.59,15.88,377.93,31.76,11.8996,Fail,1283.38,1015.43,UB 610x229x101,UC 305x305x118,101.2,118.0,162.04,229.78,37635.23
1716,3,3,3,4.38,6.8,6.66,7.19,4.15,7.74,13.14,37.67,26.28,1.4332,Fail,161.2,665.42,UB 305x165x40,UC 254x254x73,40.5,73.1,98.32,98.37,34993.22
1717,1,1,3,3.12,4.16,4.0,28.06,12.26,22.43,3.12,8.58,6.24,1.3752,Fail,127.88,380.79,UB 305x165x40,UC 203x203x60,40.5,60.0,80.04,95.73,3143.52
1718,4,1,2,3.89,6.46,6.1,25.8,5.7,1.62,15.56,20.57,31.12,0.6609,Pass,179.15,1713.47,UB 457x191x67,UC 305x305x97,67.1,96.9,67.7,91.9,20797.14
1719,5,2,1,3.97,6.8,4.38,20.16,10.96,0.8,19.85,9.57,39.7,0.241,Pass,194.57,1992.83,UB 457x191x67,UC 305x305x118,67.1,118.0,78.01,84.94,27587.87
1720,3,3,1,4.04,7.24,5.44,17.72,5.82,17.64,12.12,66.63,24.24,2.7489,Fail,323.02,995.69,UB 457x191x67,UC 305x305x118,67.1,118.0,81.01,89.71,24566.04
1721,4,2,1,4.19,7.39,6.67,10.26,8.0,17.58,16.76,177.31,33.52,5.2898,Fail,602.95,1133.13,UB 610x229x101,UC 305x305x118,101.2,118.0,76.13,159.19,31932.02
1722,1,1,1,3.88,4.47,4.43,16.22,3.94,1.84,3.88,1.61,7.76,0.2068,Pass,47.25,126.53,UB 254x146x31,UC 152x152x30,31.1,30.0,95.69,79.92,1019.18
1723,3,3,2,3.87,6.87,5.74,8.07,10.38,23.56,11.61,74.55,23.22,3.2106,Fail,352.8,1055.06,UB 457x191x67,UC 305x305x118,67.1,118.0,88.48,103.99,38129.83
1724,5,3,3,3.45,6.84,7.58,21.4,6.73,9.77,17.25,49.93,34.5,1.4472,Fail,283.13,2864.73,UB 457x191x67,UC 305x305x118,67.1,118.0,71.76,125.55,90622.92
1725,3,1,1,3.05,7.41,5.01,9.66,8.47,16.46,9.15,59.64,18.3,3.2589,Fail,392.16,563.34,UB 457x191x67,UC 305x305x97,67.1,96.9,98.35,94.31,8546.83
1726,4,3,2,3.67,7.26,6.98,22.68,10.56,23.95,14.68,106.11,29.36,3.6142,Fail,510.67,2757.77,UB 533x210x82,UC 305x305x118,82.2,118.0,90.14,173.61,60630.86
1727,5,3,1,3.01,7.13,7.82,15.4,8.33,24.71,15.05,81.23,30.1,2.6987,Fail,434.0,1858.16,UB 533x210x82,UC 305x305x118,82.2,118.0,76.61,133.46,44645.86
1728,2,1,1,3.36,6.42,7.83,27.68,11.37,10.45,6.72,23.26,13.44,1.7307,Fail,257.7,808.61,UB 457x191x67,UC 254x254x89,67.1,89.0,82.37,94.08,6217.02
1729,1,3,2,4.07,7.2,5.49,5.07,8.28,20.61,4.07,11.13,8.14,1.3679,Fail,117.96,267.08,UB 356x171x45,UC 203x203x46,45.0,46.1,96.52,95.87,7143.92
1730,5,1,1,3.22,6.72,7.43,23.6,5.55,9.77,16.1,100.24,32.2,3.1129,Fail,522.65,1591.13,UB 533x210x82,UC 305x305x118,82.2,118.0,92.26,116.76,19230.5
1731,5,3,3,4.39,4.79,7.08,23.28,2.51,24.1,21.95,239.44,43.9,5.4543,Fail,842.62,2157.76,UB 610x229x101,UC 305x305x118,101.2,118.0,106.39,235.81,113516.24
1732,5,3,2,3.81,7.02,4.18,13.32,7.3,15.68,19.05,113.92,38.1,2.9901,Fail,437.15,1650.68,UB 533x210x82,UC 305x305x118,82.2,118.0,77.17,132.44,66685.62
1733,1,2,2,4.39,7.66,6.44,10.77,6.1,14.77,4.39,14.95,8.78,1.7023,Fail,166.86,374.88,UB 406x178x54,UC 203x203x60,54.3,60.0,95.03,96.34,6964.38
1734,4,2,2,4.34,7.41,7.27,21.71,9.53,9.87,17.36,112.66,34.72,3.2447,Fail,440.41,2691.09,UB 533x210x82,UC 305x305x118,82.2,118.0,77.74,160.32,47397.02
1735,1,3,1,3.06,7.81,5.8,14.92,7.59,23.97,3.06,4.93,6.12,0.8047,Pass,195.75,346.63,UB 457x191x67,UC 203x203x60,67.1,60.0,85.49,93.79,6169.83
1736,3,3,3,4.41,4.07,7.47,23.32,11.97,19.7,13.23,80.03,26.46,3.0247,Fail,390.47,1776.46,UB 457x191x67,UC 305x305x118,67.1,118.0,97.92,134.13,52854.26
1737,5,3,1,3.74,6.32,6.14,18.81,12.14,21.38,18.7,137.74,37.4,3.6829,Fail,573.13,2076.38,UB 610x229x101,UC 305x305x118,101.2,118.0,72.36,170.56,49267.68
1738,4,3,3,3.49,6.18,4.8,22.13,3.04,16.17,13.96,55.27,27.92,1.9794,Fail,307.1,1548.26,UB 457x191x67,UC 305x305x118,67.1,118.0,77.01,101.01,61720.86
1739,4,1,1,3.19,7.0,5.03,21.44,10.73,10.39,12.76,70.88,25.52,2.7776,Fail,449.96,1192.39,UB 533x210x82,UC 305x305x118,82.2,118.0,79.43,94.87,13933.65
1740,4,1,3,3.25,4.39,7.73,12.74,9.05,13.72,13.0,76.91,26.0,2.958,Fail,505.54,1484.48,UB 533x210x82,UC 305x305x118,82.2,118.0,89.24,116.94,33295.47
1741,1,1,1,4.31,7.41,4.01,10.99,12.12,19.86,4.31,30.26,8.62,3.5101,Fail,226.03,210.93,UB 457x191x67,UC 254x254x73,67.1,73.1,74.96,94.91,2792.81
1742,3,1,1,4.15,5.35,6.0,25.88,8.95,12.77,12.45,110.54,24.9,4.4395,Fail,559.83,989.87,UB 533x210x82,UC 305x305x118,82.2,118.0,98.82,115.6,11474.22
1743,4,3,3,3.42,4.33,7.16,13.83,7.04,4.73,13.68,12.74,27.36,0.4658,Pass,138.25,1371.62,UB 305x165x40,UC 254x254x73,40.5,73.1,80.44,99.46,38336.69
1744,3,3,1,4.37,6.48,7.88,24.16,14.9,4.06,13.11,19.32,26.22,0.7368,Pass,252.32,1743.39,UB 457x191x67,UC 305x305x118,67.1,118.0,84.73,91.62,26547.36
1745,3,1,3,4.22,6.14,5.91,28.12,10.21,0.74,12.66,7.32,25.32,0.2892,Pass,172.81,1478.83,UB 457x191x67,UC 305x305x97,67.1,96.9,70.73,86.89,21896.06
1746,4,2,1,4.21,7.1,5.61,9.19,10.07,12.09,16.84,121.37,33.68,3.6035,Fail,440.08,1114.94,UB 533x210x82,UC 305x305x118,82.2,118.0,77.68,120.84,26794.34
1747,5,3,3,3.1,7.97,4.91,21.43,13.87,12.36,15.5,48.39,31.0,1.5608,Fail,376.53,3248.99,UB 533x210x82,UC 305x305x118,82.2,118.0,88.18,135.35,92788.16
1748,4,2,2,3.96,4.8,4.17,16.32,2.05,8.89,15.84,59.67,31.68,1.8836,Fail,281.48,923.71,UB 406x178x54,UC 305x305x118,54.3,118.0,93.91,83.62,28511.78
1749,3,3,2,3.62,7.35,7.88,26.55,3.11,21.08,10.86,54.84,21.72,2.5248,Fail,343.77,1939.95,UB 457x191x67,UC 305x305x118,67.1,118.0,93.89,114.05,41383.71
1750,5,3,3,4.15,6.37,5.89,18.84,9.17,19.04,20.75,176.6,41.5,4.2555,Fail,619.17,2461.58,UB 610x229x101,UC 305x305x118,101.2,118.0,78.18,195.61,113618.72
1751,1,3,1,4.18,6.55,4.98,18.43,7.53,0.97,4.18,0.62,8.36,0.0738,Pass,149.23,338.37,UB 406x178x54,UC 203x203x46,54.3,46.1,91.43,91.38,4757.23
1752,1,1,2,4.0,7.99,6.78,25.39,14.99,7.02,4.0,8.53,8.0,1.0661,Fail,281.96,675.89,UB 610x229x101,UC 305x305x97,101.2,96.9,63.77,83.27,7495.91
1753,4,1,3,3.55,5.99,6.95,15.17,2.34,7.13,14.2,63.44,28.4,2.2337,Fail,334.43,1081.1,UB 457x191x67,UC 305x305x97,67.1,96.9,83.87,98.11,28630.98
1754,2,3,1,4.3,7.73,6.41,26.29,6.71,2.38,8.6,6.02,17.2,0.35,Pass,252.97,1014.86,UB 533x210x82,UC 254x254x89,82.2,89.0,75.21,96.11,17963.29
1755,3,2,2,4.33,4.73,4.85,25.01,5.01,6.91,12.99,39.07,25.98,1.5038,Fail,205.56,1255.66,UB 356x171x45,UC 305x305x97,45.0,96.9,96.45,94.44,19088.38
1756,5,3,1,4.22,6.2,6.31,22.26,5.86,13.81,21.1,134.0,42.2,3.1754,Fail,481.96,1843.07,UB 533x210x82,UC 305x305x118,82.2,118.0,85.08,147.04,45581.24
1757,3,1,2,4.13,4.16,7.68,15.5,10.55,6.73,12.39,51.38,24.78,2.0735,Fail,292.26,1252.75,UB 406x178x54,UC 305x305x118,54.3,118.0,97.5,82.8,15809.4
1758,1,1,1,3.14,7.78,4.02,27.29,2.55,20.24,3.14,10.32,6.28,1.644,Fail,208.58,251.47,UB 533x210x82,UC 254x254x73,82.2,73.1,69.34,88.59,2858.06
1759,4,3,1,3.4,6.36,6.24,24.85,3.07,4.21,13.6,13.48,27.2,0.4955,Pass,167.17,1461.83,UB 406x178x54,UC 254x254x89,54.3,89.0,90.02,89.2,23392.86
1760,5,3,1,3.95,4.07,4.87,22.7,4.2,23.93,19.75,153.15,39.5,3.8773,Fail,680.4,1220.71,UB 610x229x101,UC 305x305x118,101.2,118.0,85.91,170.96,40857.4
1761,5,1,2,3.01,6.09,5.09,24.87,12.09,4.69,15.05,36.22,30.1,1.2034,Fail,281.87,2226.56,UB 457x191x67,UC 305x305x118,67.1,118.0,70.69,96.18,23615.76
1762,5,1,1,3.64,6.45,5.55,25.63,5.81,3.41,18.2,51.46,36.4,1.4137,Fail,288.62,1378.27,UB 457x191x67,UC 305x305x97,67.1,96.9,72.38,93.61,15106.32
1763,5,2,3,3.43,5.0,7.42,8.12,7.46,16.21,17.15,98.54,34.3,2.873,Fail,474.92,1392.32,UB 533x210x82,UC 305x305x118,82.2,118.0,83.83,137.94,68170.98
1764,4,1,1,3.61,4.76,5.01,8.2,4.4,16.02,14.44,133.98,28.88,4.639,Fail,706.24,776.82,UB 610x229x101,UC 305x305x118,101.2,118.0,89.17,129.04,14725.47
1765,1,3,1,3.2,4.16,7.99,23.62,11.51,17.1,3.2,3.26,6.4,0.5094,Pass,221.99,410.38,UB 406x178x54,UC 254x254x73,54.3,73.1,74.06,82.35,4962.12
1766,2,1,2,4.44,6.3,6.61,22.93,12.79,0.34,8.88,2.04,17.76,0.1148,Pass,222.52,1046.37,UB 457x191x67,UC 254x254x89,67.1,89.0,71.2,88.54,10826.55
1767,1,2,1,3.67,4.59,6.59,8.08,6.79,24.43,3.67,10.9,7.34,1.4847,Fail,95.05,172.12,UB 254x146x31,UC 203x203x46,31.1,46.1,87.28,99.99,2200.96
1768,4,3,3,4.02,5.77,4.81,20.88,4.69,8.83,16.08,47.78,32.16,1.4858,Fail,237.66,1526.49,UB 406x178x54,UC 305x305x118,54.3,118.0,79.29,87.38,57934.75
1769,2,2,2,4.42,5.75,5.01,15.83,4.06,19.53,8.84,64.85,17.68,3.668,Fail,294.77,636.54,UB 406x178x54,UC 305x305x118,54.3,118.0,98.34,86.92,16399.3
1770,1,3,2,3.79,4.82,4.44,12.18,5.68,4.43,3.79,1.65,7.58,0.2172,Pass,59.68,255.56,UB 305x165x40,UC 152x152x30,40.5,30.0,55.15,99.76,4559.85
1771,1,2,3,3.1,5.82,5.21,10.61,4.61,21.6,3.1,5.62,6.2,0.9067,Pass,91.48,251.3,UB 305x165x40,UC 203x203x46,40.5,46.1,82.73,75.98,5499.65
1772,4,2,2,3.24,4.88,7.62,5.43,5.05,12.15,12.96,40.63,25.92,1.5675,Fail,242.82,774.46,UB 406x178x54,UC 305x305x97,54.3,96.9,81.01,89.71,27592.42
1773,2,3,3,3.96,4.58,5.07,14.27,5.31,2.47,7.92,3.66,15.84,0.2308,Pass,65.93,545.44,UB 254x146x31,UC 203x203x46,31.1,46.1,99.97,80.46,13044.55
1774,5,2,3,3.61,4.25,7.83,7.68,13.68,6.3,18.05,42.63,36.1,1.181,Fail,225.08,1878.81,UB 406x178x54,UC 305x305x118,54.3,118.0,75.09,97.12,53922.4
1775,2,3,3,4.28,6.3,7.7,28.05,10.16,24.44,8.56,53.5,17.12,3.1248,Fail,316.35,1542.2,UB 457x191x67,UC 305x305x118,67.1,118.0,79.34,104.82,38706.88
1776,1,1,1,3.49,6.76,6.22,19.2,2.02,4.84,3.49,3.36,6.98,0.4818,Pass,96.01,191.81,UB 406x178x54,UC 203x203x46,54.3,46.1,82.16,87.9,2053.18
1777,1,3,2,4.08,5.7,6.78,11.8,4.59,10.05,4.08,5.11,8.16,0.626,Pass,113.52,314.17,UB 305x165x40,UC 203x203x46,40.5,46.1,83.69,72.2,6531.43
1778,5,3,3,3.54,5.52,6.5,27.26,6.22,21.44,17.7,106.55,35.4,3.0098,Fail,512.86,2830.54,UB 533x210x82,UC 305x305x118,82.2,118.0,90.53,180.12,92700.24
1779,3,2,1,3.8,5.97,5.72,19.06,10.97,2.58,11.4,10.23,22.8,0.4488,Pass,158.44,1149.15,UB 406x178x54,UC 254x254x73,54.3,73.1,80.08,94.16,11685.46
1780,2,1,2,4.3,4.82,5.65,29.9,2.94,17.02,8.6,78.96,17.2,4.5904,Fail,434.7,891.17,UB 533x210x82,UC 305x305x118,82.2,118.0,76.73,102.08,12181.46
1781,5,2,3,3.2,6.95,4.87,7.42,5.33,22.96,16.0,131.58,32.0,4.1118,Fail,569.4,1082.23,UB 610x229x101,UC 305x305x118,101.2,118.0,71.89,151.92,72967.58
1782,4,1,2,3.96,7.56,7.57,7.34,14.01,15.29,15.84,225.58,31.68,7.1207,Fail,852.41,1692.8,UB 610x229x101,UC 305x305x118,101.2,118.0,107.63,178.31,32652.93
1783,1,2,3,3.81,6.52,7.04,6.1,10.96,13.53,3.81,7.74,7.62,1.0157,Fail,124.14,360.2,UB 356x171x45,UC 203x203x46,45.0,46.1,91.59,95.74,7306.09
1784,1,2,1,4.19,7.55,4.4,17.59,4.98,14.39,4.19,12.25,8.38,1.4618,Fail,202.65,326.69,UB 457x191x67,UC 203x203x60,67.1,60.0,77.43,94.74,4420.54
